"","x"
"278","ADAM7"
"279","ADAM8"
"280","ADAM9"
"281","ADAMDEC1"
"282","ADAMTS1"
"283","ADAMTS10"
"284","ADAMTS12"
"285","ADAMTS13"
"286","ADAMTS14"
"287","ADAMTS15"
"288","ADAMTS16"
"289","ADAMTS17"
"290","ADAMTS18"
"291","ADAMTS19"
"292","ADAMTS2"
"293","ADAMTS20"
"294","ADAMTS3"
"295","ADAMTS4"
"296","ADAMTS5"
"297","ADAMTS6"
"298","ADAMTS7"
"299","ADAMTS8"
"300","ADAMTS9"
"301","ADAMTS9-AS2"
"302","ADAMTSL1"
"303","ADAMTSL2"
"304","ADAMTSL3"
"305","ADAMTSL4"
"306","ADAMTSL5"
"307","ADAP1"
"308","ADAP2"
"309","ADAR"
"310","ADARB1"
"311","ADARB2"
"312","ADARB2-AS1"
"313","ADAT1"
"314","ADAT2"
"315","ADAT3"
"316","ADC"
"317","ADCK1"
"318","ADCK2"
"319","ADCK3"
"320","ADCK4"
"321","ADCK5"
"322","ADCY1"
"323","ADCY10"
"324","ADCY10P1"
"325","ADCY2"
"326","ADCY3"
"327","ADCY4"
"328","ADCY5"
"329","ADCY6"
"330","ADCY7"
"331","ADCY8"
"332","ADCY9"
"333","ADCYAP1"
"334","ADCYAP1R1"
"335","ADD1"
"336","ADD2"
"337","ADD3"
"338","ADGB"
"339","ADH1A"
"340","ADH1B"
"341","ADH1C"
"342","ADH4"
"343","ADH5"
"344","ADH6"
"345","ADH7"
"346","ADHFE1"
"347","ADI1"
"348","ADIG"
"349","ADIPOQ"
"350","ADIPOQ-AS1"
"351","ADIPOR1"
"352","ADIPOR2"
"353","ADK"
"354","ADM"
"355","ADM2"
"356","ADNP"
"357","ADNP2"
"358","ADO"
"359","ADORA1"
"360","ADORA2A"
"361","ADORA2B"
"362","ADORA3"
"363","ADPGK"
"364","ADPGK-AS1"
"365","ADPRH"
"366","ADPRHL1"
"367","ADPRHL2"
"368","ADPRM"
"369","ADRA1A"
"370","ADRA1B"
"371","ADRA1D"
"372","ADRA2A"
"373","ADRA2B"
"374","ADRA2C"
"375","ADRB1"
"376","ADRB2"
"377","ADRB3"
"378","ADRBK1"
"379","ADRBK2"
"380","ADRM1"
"381","ADSL"
"382","ADSS"
"383","ADSSL1"
"384","ADTRP"
"385","AEBP1"
"386","AEBP2"
"387","AEN"
"388","AES"
"389","AFAP1"
"390","AFAP1-AS1"
"391","AFAP1L1"
"392","AFAP1L2"
"393","AFF1"
"394","AFF2"
"395","AFF3"
"396","AFF4"
"397","AFG3L1P"
"398","AFG3L2"
"399","AFM"
"400","AFMID"
"401","AFP"
"402","AFTPH"
"403","AGA"
"404","AGAP1"
"405","AGAP11"
"406","AGAP2"
"407","AGAP3"
"408","AGAP4"
"409","AGAP5"
"410","AGAP6"
"411","AGAP7"
"412","AGAP8"
"413","AGAP9"
"414","AGBL1"
"415","AGBL2"
"416","AGBL3"
"417","AGBL4"
"418","AGBL5"
"419","AGER"
"420","AGFG1"
"421","AGFG2"
"422","AGGF1"
"423","AGK"
"424","AGL"
"425","AGMAT"
"426","AGMO"
"427","AGPAT1"
"428","AGPAT2"
"429","AGPAT3"
"430","AGPAT4"
"431","AGPAT4-IT1"
"432","AGPAT5"
"433","AGPAT6"
"434","AGPAT9"
"435","AGPHD1"
"436","AGPS"
"437","AGR2"
"438","AGR3"
"439","AGRN"
"440","AGRP"
"441","AGSK1"
"442","AGT"
"443","AGTPBP1"
"444","AGTR1"
"445","AGTR2"
"446","AGTRAP"
"447","AGXT"
"448","AGXT2"
"449","AGXT2L1"
"450","AGXT2L2"
"451","AHCTF1"
"452","AHCY"
"453","AHCYL1"
"454","AHCYL2"
"455","AHDC1"
"456","AHI1"
"457","AHNAK"
"458","AHNAK2"
"459","AHR"
"460","AHRR"
"461","AHSA1"
"462","AHSA2"
"463","AHSG"
"464","AHSP"
"465","AICDA"
"466","AIDA"
"467","AIF1"
"468","AIF1L"
"469","AIFM1"
"470","AIFM2"
"471","AIFM3"
"472","AIG1"
"473","AIM1"
"474","AIM1L"
"475","AIM2"
"476","AIMP1"
"477","AIMP2"
"478","AIP"
"479","AIPL1"
"480","AIRE"
"481","AIRN"
"482","AJAP1"
"483","AJUBA"
"484","AK1"
"485","AK2"
"486","AK3"
"487","AK4"
"488","AK5"
"489","AK7"
"490","AK8"
"491","AKAP1"
"492","AKAP10"
"493","AKAP11"
"494","AKAP12"
"495","AKAP13"
"496","AKAP14"
"497","AKAP17A"
"498","AKAP2"
"499","AKAP3"
"500","AKAP4"
"501","AKAP5"
"502","AKAP6"
"503","AKAP7"
"504","AKAP8"
"505","AKAP8L"
"506","AKAP9"
"507","AKD1"
"508","AKIP1"
"509","AKIRIN1"
"510","AKIRIN2"
"511","AKNA"
"512","AKNAD1"
"513","AKR1A1"
"514","AKR1B1"
"515","AKR1B10"
"516","AKR1B15"
"517","AKR1C1"
"518","AKR1C2"
"519","AKR1C3"
"520","AKR1C4"
"521","AKR1CL1"
"522","AKR1D1"
"523","AKR1E2"
"524","AKR7A2"
"525","AKR7A2P1"
"526","AKR7A3"
"527","AKR7L"
"528","AKT1"
"529","AKT1S1"
"530","AKT2"
"531","AKT3"
"532","AKTIP"
"533","ALAD"
"534","ALAS1"
"535","ALAS2"
"536","ALB"
"537","ALCAM"
"538","ALDH16A1"
"539","ALDH18A1"
"540","ALDH1A1"
"541","ALDH1A2"
"542","ALDH1A3"
"543","ALDH1B1"
"544","ALDH1L1"
"545","ALDH1L1-AS1"
"546","ALDH1L1-AS2"
"547","ALDH1L2"
"548","ALDH2"
"549","ALDH3A1"
"550","ALDH3A2"
"551","ALDH3B1"
"552","ALDH3B2"
"553","ALDH4A1"
"554","ALDH5A1"
"555","ALDH6A1"
"556","ALDH7A1"
"557","ALDH8A1"
"558","ALDH9A1"
"559","ALDOA"
"560","ALDOB"
"561","ALDOC"
"562","ALG1"
"563","ALG10"
"564","ALG10B"
"565","ALG11"
"566","ALG12"
"567","ALG13"
"568","ALG14"
"569","ALG1L"
"570","ALG1L2"
"571","ALG2"
"572","ALG3"
"573","ALG5"
"574","ALG6"
"575","ALG8"
"576","ALG9"
"577","ALK"
"578","ALKBH1"
"579","ALKBH2"
"580","ALKBH3"
"581","ALKBH4"
"582","ALKBH5"
"583","ALKBH6"
"584","ALKBH7"
"585","ALKBH8"
"586","ALLC"
"587","ALMS1"
"588","ALMS1P"
"589","ALOX12"
"590","ALOX12B"
"591","ALOX12P2"
"592","ALOX15"
"593","ALOX15B"
"594","ALOX15P1"
"595","ALOX5"
"596","ALOX5AP"
"597","ALOXE3"
"598","ALPI"
"599","ALPK1"
"600","ALPK2"
"601","ALPK3"
"602","ALPL"
"603","ALPP"
"604","ALPPL2"
"605","ALS2"
"606","ALS2CL"
"607","ALS2CR11"
"608","ALS2CR12"
"609","ALS2CR8"
"610","ALX1"
"611","ALX3"
"612","ALX4"
"613","ALYREF"
"614","AMACR"
"615","AMBN"
"616","AMBP"
"617","AMBRA1"
"618","AMD1"
"619","AMDHD1"
"620","AMDHD2"
"621","AMELX"
"622","AMELY"
"623","AMFR"
"624","AMH"
"625","AMHR2"
"626","AMICA1"
"627","AMIGO1"
"628","AMIGO2"
"629","AMIGO3"
"630","AMMECR1"
"631","AMMECR1L"
"632","AMN"
"633","AMN1"
"634","AMOT"
"635","AMOTL1"
"636","AMOTL2"
"637","AMPD1"
"638","AMPD2"
"639","AMPD3"
"640","AMPH"
"641","AMT"
"642","AMTN"
"643","AMY1A"
"644","AMY1B"
"645","AMY1C"
"646","AMY2A"
"647","AMY2B"
"648","AMZ1"
"649","AMZ2"
"650","AMZ2P1"
"651","ANAPC1"
"652","ANAPC10"
"653","ANAPC11"
"654","ANAPC13"
"655","ANAPC15"
"656","ANAPC16"
"657","ANAPC1P1"
"658","ANAPC2"
"659","ANAPC4"
"660","ANAPC5"
"661","ANAPC7"
"662","ANG"
"663","ANGEL1"
"664","ANGEL2"
"665","ANGPT1"
"666","ANGPT2"
"667","ANGPT4"
"668","ANGPTL1"
"669","ANGPTL2"
"670","ANGPTL3"
"671","ANGPTL4"
"672","ANGPTL5"
"673","ANGPTL6"
"674","ANGPTL7"
"675","ANHX"
"676","ANK1"
"677","ANK2"
"678","ANK3"
"679","ANKAR"
"680","ANKDD1A"
"681","ANKFN1"
"682","ANKFY1"
"683","ANKH"
"684","ANKHD1"
"685","ANKHD1-EIF4EBP3"
"686","ANKIB1"
"687","ANKK1"
"688","ANKLE1"
"689","ANKLE2"
"690","ANKMY1"
"691","ANKMY2"
"692","ANKRA2"
"693","ANKRD1"
"694","ANKRD10"
"695","ANKRD11"
"696","ANKRD12"
"697","ANKRD13A"
"698","ANKRD13B"
"699","ANKRD13C"
"700","ANKRD13D"
"701","ANKRD16"
"702","ANKRD17"
"703","ANKRD18A"
"704","ANKRD18B"
"705","ANKRD18DP"
"706","ANKRD19P"
"707","ANKRD2"
"708","ANKRD20A1"
"709","ANKRD20A11P"
"710","ANKRD20A12P"
"711","ANKRD20A2"
"712","ANKRD20A3"
"713","ANKRD20A4"
"714","ANKRD20A5P"
"715","ANKRD20A8P"
"716","ANKRD20A9P"
"717","ANKRD22"
"718","ANKRD23"
"719","ANKRD24"
"720","ANKRD26"
"721","ANKRD26P1"
"722","ANKRD26P3"
"723","ANKRD27"
"724","ANKRD28"
"725","ANKRD29"
"726","ANKRD30A"
"727","ANKRD30B"
"728","ANKRD30BL"
"729","ANKRD30BP2"
"730","ANKRD31"
"731","ANKRD32"
"732","ANKRD33"
"733","ANKRD33B"
"734","ANKRD34A"
"735","ANKRD34B"
"736","ANKRD34C"
"737","ANKRD35"
"738","ANKRD36"
"739","ANKRD36B"
"740","ANKRD36BP1"
"741","ANKRD36BP2"
"742","ANKRD37"
"743","ANKRD39"
"744","ANKRD40"
"745","ANKRD42"
"746","ANKRD44"
"747","ANKRD45"
"748","ANKRD46"
"749","ANKRD49"
"750","ANKRD5"
"751","ANKRD50"
"752","ANKRD52"
"753","ANKRD53"
"754","ANKRD54"
"755","ANKRD55"
"756","ANKRD6"
"757","ANKRD62P1-PARP4P3"
"758","ANKRD63"
"759","ANKRD65"
"760","ANKRD7"
"761","ANKRD9"
"762","ANKS1A"
"763","ANKS1B"
"764","ANKS3"
"765","ANKS4B"
"766","ANKS6"
"767","ANKUB1"
"768","ANKZF1"
"769","ANLN"
"770","ANO1"
"771","ANO10"
"772","ANO2"
"773","ANO3"
"774","ANO4"
"775","ANO5"
"776","ANO6"
"777","ANO7"
"778","ANO8"
"779","ANO9"
"780","ANP32A"
"781","ANP32A-IT1"
"782","ANP32AP1"
"783","ANP32B"
"784","ANP32C"
"785","ANP32D"
"786","ANP32E"
"787","ANPEP"
"788","ANTXR1"
"789","ANTXR2"
"790","ANXA1"
"791","ANXA10"
"792","ANXA11"
"793","ANXA13"
"794","ANXA2"
"795","ANXA2P1"
"796","ANXA2P2"
"797","ANXA2P3"
"798","ANXA2R"
"799","ANXA3"
"800","ANXA4"
"801","ANXA5"
"802","ANXA6"
"803","ANXA7"
"804","ANXA8"
"805","ANXA8L1"
"806","ANXA8L2"
"807","ANXA9"
"808","AOAH"
"809","AOAH-IT1"
"810","AOC2"
"811","AOC3"
"812","AOC4"
"813","AOX1"
"814","AOX2P"
"815","AP1AR"
"816","AP1B1"
"817","AP1B1P1"
"818","AP1G1"
"819","AP1G2"
"820","AP1M1"
"821","AP1M2"
"822","AP1S1"
"823","AP1S2"
"824","AP1S3"
"825","AP2A1"
"826","AP2A2"
"827","AP2B1"
"828","AP2M1"
"829","AP2S1"
"830","AP3B1"
"831","AP3B2"
"832","AP3D1"
"833","AP3M1"
"834","AP3M2"
"835","AP3S1"
"836","AP3S2"
"837","AP4B1"
"838","AP4B1-AS1"
"839","AP4E1"
"840","AP4M1"
"841","AP4S1"
"842","AP5B1"
"843","AP5M1"
"844","AP5S1"
"845","AP5Z1"
"846","APAF1"
"847","APBA1"
"848","APBA2"
"849","APBA3"
"850","APBB1"
"851","APBB1IP"
"852","APBB2"
"853","APBB3"
"854","APC"
"855","APC2"
"856","APCDD1"
"857","APCDD1L"
"858","APCS"
"859","APEH"
"860","APEX1"
"861","APEX2"
"862","APH1A"
"863","APH1B"
"864","API5"
"865","APIP"
"866","APITD1"
"867","APITD1-CORT"
"868","APLF"
"869","APLN"
"870","APLNR"
"871","APLP1"
"872","APLP2"
"873","APMAP"
"874","APOA1"
"875","APOA1BP"
"876","APOA2"
"877","APOA4"
"878","APOA5"
"879","APOB"
"880","APOBEC1"
"881","APOBEC2"
"882","APOBEC3A"
"883","APOBEC3A_B"
"884","APOBEC3B"
"885","APOBEC3C"
"886","APOBEC3D"
"887","APOBEC3F"
"888","APOBEC3G"
"889","APOBEC3H"
"890","APOBEC4"
"891","APOBR"
"892","APOC1"
"893","APOC1P1"
"894","APOC2"
"895","APOC3"
"896","APOC4"
"897","APOC4-APOC2"
"898","APOD"
"899","APOE"
"900","APOF"
"901","APOH"
"902","APOL1"
"903","APOL2"
"904","APOL3"
"905","APOL4"
"906","APOL5"
"907","APOL6"
"908","APOLD1"
"909","APOM"
"910","APOO"
"911","APOOL"
"912","APOPT1"
"913","APP"
"914","APPBP2"
"915","APPL1"
"916","APPL2"
"917","APRT"
"918","APTX"
"919","AQP1"
"920","AQP10"
"921","AQP11"
"922","AQP12A"
"923","AQP12B"
"924","AQP2"
"925","AQP3"
"926","AQP4"
"927","AQP5"
"928","AQP6"
"929","AQP7"
"930","AQP7P1"
"931","AQP7P3"
"932","AQP8"
"933","AQP9"
"934","AQPEP"
"935","AQR"
"936","AR"
"937","ARAF"
"938","ARAP1"
"939","ARAP2"
"940","ARAP3"
"941","ARC"
"942","ARCN1"
"943","AREG"
"944","ARF1"
"945","ARF3"
"946","ARF4"
"947","ARF5"
"948","ARF6"
"949","ARFGAP1"
"950","ARFGAP2"
"951","ARFGAP3"
"952","ARFGEF1"
"953","ARFGEF2"
"954","ARFIP1"
"955","ARFIP2"
"956","ARFRP1"
"957","ARG1"
"958","ARG2"
"959","ARGFX"
"960","ARGFXP2"
"961","ARGLU1"
"962","ARHGAP1"
"963","ARHGAP10"
"964","ARHGAP11A"
"965","ARHGAP11B"
"966","ARHGAP12"
"967","ARHGAP15"
"968","ARHGAP17"
"969","ARHGAP18"
"970","ARHGAP19"
"971","ARHGAP19-SLIT1"
"972","ARHGAP20"
"973","ARHGAP21"
"974","ARHGAP22"
"975","ARHGAP23"
"976","ARHGAP24"
"977","ARHGAP25"
"978","ARHGAP26"
"979","ARHGAP26-AS1"
"980","ARHGAP27"
"981","ARHGAP28"
"982","ARHGAP29"
"983","ARHGAP30"
"984","ARHGAP31"
"985","ARHGAP32"
"986","ARHGAP33"
"987","ARHGAP35"
"988","ARHGAP36"
"989","ARHGAP39"
"990","ARHGAP4"
"991","ARHGAP40"
"992","ARHGAP42"
"993","ARHGAP44"
"994","ARHGAP5"
"995","ARHGAP5-AS1"
"996","ARHGAP6"
"997","ARHGAP8"
"998","ARHGAP9"
"999","ARHGDIA"
"1000","ARHGDIB"
"1001","ARHGDIG"
"1002","ARHGEF1"
"1003","ARHGEF10"
"1004","ARHGEF10L"
"1005","ARHGEF11"
"1006","ARHGEF12"
"1007","ARHGEF15"
"1008","ARHGEF16"
"1009","ARHGEF17"
"1010","ARHGEF18"
"1011","ARHGEF19"
"1012","ARHGEF2"
"1013","ARHGEF25"
"1014","ARHGEF26"
"1015","ARHGEF26-AS1"
"1016","ARHGEF3"
"1017","ARHGEF3-AS1"
"1018","ARHGEF33"
"1019","ARHGEF35"
"1020","ARHGEF37"
"1021","ARHGEF38"
"1022","ARHGEF38-IT1"
"1023","ARHGEF39"
"1024","ARHGEF4"
"1025","ARHGEF40"
"1026","ARHGEF5"
"1027","ARHGEF6"
"1028","ARHGEF7"
"1029","ARHGEF9"
"1030","ARID1A"
"1031","ARID1B"
"1032","ARID2"
"1033","ARID3A"
"1034","ARID3B"
"1035","ARID3C"
"1036","ARID4A"
"1037","ARID4B"
"1038","ARID5A"
"1039","ARID5B"
"1040","ARIH1"
"1041","ARIH2"
"1042","ARL1"
"1043","ARL10"
"1044","ARL11"
"1045","ARL13A"
"1046","ARL13B"
"1047","ARL14"
"1048","ARL14EP"
"1049","ARL14EPL"
"1050","ARL15"
"1051","ARL16"
"1052","ARL17A"
"1053","ARL17B"
"1054","ARL2"
"1055","ARL2-SNX15"
"1056","ARL2BP"
"1057","ARL3"
"1058","ARL4A"
"1059","ARL4C"
"1060","ARL4D"
"1061","ARL5A"
"1062","ARL5B"
"1063","ARL5C"
"1064","ARL6"
"1065","ARL6IP1"
"1066","ARL6IP4"
"1067","ARL6IP5"
"1068","ARL6IP6"
"1069","ARL8A"
"1070","ARL8B"
"1071","ARL9"
"1072","ARMC1"
"1073","ARMC10"
"1074","ARMC12"
"1075","ARMC2"
"1076","ARMC3"
"1077","ARMC4"
"1078","ARMC5"
"1079","ARMC6"
"1080","ARMC7"
"1081","ARMC8"
"1082","ARMC9"
"1083","ARMCX1"
"1084","ARMCX2"
"1085","ARMCX3"
"1086","ARMCX4"
"1087","ARMCX5"
"1088","ARMCX5-GPRASP2"
"1089","ARMCX6"
"1090","ARMS2"
"1091","ARNT"
"1092","ARNT2"
"1093","ARNTL"
"1094","ARNTL2"
"1095","ARPC1A"
"1096","ARPC1B"
"1097","ARPC2"
"1098","ARPC3"
"1099","ARPC4"
"1100","ARPC4-TTLL3"
"1101","ARPC5"
"1102","ARPC5L"
"1103","ARPP19"
"1104","ARPP21"
"1105","ARR3"
"1106","ARRB1"
"1107","ARRB2"
"1108","ARRDC1"
"1109","ARRDC2"
"1110","ARRDC3"
"1111","ARRDC3-AS1"
"1112","ARRDC4"
"1113","ARRDC5"
"1114","ARSA"
"1115","ARSB"
"1116","ARSD"
"1117","ARSE"
"1118","ARSF"
"1119","ARSG"
"1120","ARSH"
"1121","ARSI"
"1122","ARSJ"
"1123","ARSK"
"1124","ART1"
"1125","ART3"
"1126","ART4"
"1127","ART5"
"1128","ARTN"
"1129","ARV1"
"1130","ARVCF"
"1131","ARX"
"1132","AS3MT"
"1133","ASAH1"
"1134","ASAH2"
"1135","ASAH2B"
"1136","ASAP1"
"1137","ASAP1-IT1"
"1138","ASAP2"
"1139","ASAP3"
"1140","ASB1"
"1141","ASB10"
"1142","ASB11"
"1143","ASB12"
"1144","ASB13"
"1145","ASB14"
"1146","ASB15"
"1147","ASB16"
"1148","ASB17"
"1149","ASB18"
"1150","ASB2"
"1151","ASB3"
"1152","ASB4"
"1153","ASB5"
"1154","ASB6"
"1155","ASB7"
"1156","ASB8"
"1157","ASB9"
"1158","ASB9P1"
"1159","ASCC1"
"1160","ASCC2"
"1161","ASCC3"
"1162","ASCL1"
"1163","ASCL2"
"1164","ASCL3"
"1165","ASCL4"
"1166","ASCL5"
"1167","ASF1A"
"1168","ASF1B"
"1169","ASGR1"
"1170","ASGR2"
"1171","ASH1L"
"1172","ASH1L-AS1"
"1173","ASH2L"
"1174","ASIC1"
"1175","ASIC2"
"1176","ASIC3"
"1177","ASIC4"
"1178","ASIC5"
"1179","ASIP"
"1180","ASL"
"1181","ASMT"
"1182","ASMTL"
"1183","ASMTL-AS1"
"1184","ASNA1"
"1185","ASNS"
"1186","ASNSD1"
"1187","ASPA"
"1188","ASPDH"
"1189","ASPG"
"1190","ASPH"
"1191","ASPHD1"
"1192","ASPHD2"
"1193","ASPM"
"1194","ASPN"
"1195","ASPRV1"
"1196","ASPSCR1"
"1197","ASRGL1"
"1198","ASS1"
"1199","ASTE1"
"1200","ASTL"
"1201","ASTN1"
"1202","ASTN2"
"1203","ASUN"
"1204","ASXL1"
"1205","ASXL2"
"1206","ASXL3"
"1207","ASZ1"
"1208","ATAD1"
"1209","ATAD2"
"1210","ATAD2B"
"1211","ATAD3A"
"1212","ATAD3B"
"1213","ATAD3C"
"1214","ATAD5"
"1215","ATAT1"
"1216","ATCAY"
"1217","ATE1"
"1218","ATF1"
"1219","ATF2"
"1220","ATF3"
"1221","ATF4"
"1222","ATF5"
"1223","ATF6"
"1224","ATF6B"
"1225","ATF7"
"1226","ATF7IP"
"1227","ATF7IP2"
"1228","ATG10"
"1229","ATG12"
"1230","ATG13"
"1231","ATG14"
"1232","ATG16L1"
"1233","ATG16L2"
"1234","ATG2A"
"1235","ATG2B"
"1236","ATG3"
"1237","ATG4A"
"1238","ATG4B"
"1239","ATG4C"
"1240","ATG4D"
"1241","ATG5"
"1242","ATG7"
"1243","ATG9A"
"1244","ATG9B"
"1245","ATHL1"
"1246","ATIC"
"1247","ATL1"
"1248","ATL2"
"1249","ATL3"
"1250","ATM"
"1251","ATMIN"
"1252","ATN1"
"1253","ATOH1"
"1254","ATOH7"
"1255","ATOH8"
"1256","ATOX1"
"1257","ATP10A"
"1258","ATP10B"
"1259","ATP10D"
"1260","ATP11A"
"1261","ATP11B"
"1262","ATP11C"
"1263","ATP12A"
"1264","ATP13A1"
"1265","ATP13A2"
"1266","ATP13A3"
"1267","ATP13A4"
"1268","ATP13A5"
"1269","ATP1A1"
"1270","ATP1A1OS"
"1271","ATP1A2"
"1272","ATP1A3"
"1273","ATP1A4"
"1274","ATP1B1"
"1275","ATP1B2"
"1276","ATP1B3"
"1277","ATP1B4"
"1278","ATP2A1"
"1279","ATP2A2"
"1280","ATP2A3"
"1281","ATP2B1"
"1282","ATP2B2"
"1283","ATP2B3"
"1284","ATP2B4"
"1285","ATP2C1"
"1286","ATP2C2"
"1287","ATP4A"
"1288","ATP4B"
"1289","ATP5A1"
"1290","ATP5B"
"1291","ATP5C1"
"1292","ATP5D"
"1293","ATP5E"
"1294","ATP5EP2"
"1295","ATP5F1"
"1296","ATP5G1"
"1297","ATP5G2"
"1298","ATP5G3"
"1299","ATP5H"
"1300","ATP5I"
"1301","ATP5J"
"1302","ATP5J2"
"1303","ATP5J2-PTCD1"
"1304","ATP5L"
"1305","ATP5L2"
"1306","ATP5O"
"1307","ATP5S"
"1308","ATP5SL"
"1309","ATP6AP1"
"1310","ATP6AP1L"
"1311","ATP6AP2"
"1312","ATP6V0A1"
"1313","ATP6V0A2"
"1314","ATP6V0A4"
"1315","ATP6V0B"
"1316","ATP6V0C"
"1317","ATP6V0CP3"
