"","x"
"110","ITGA3"
"111","ZFX"
"112","LAMP2"
"113","GGNBP2"
"114","ITGA2B"
"115","ASB4"
"116","GDE1"
"117","C19orf60"
"118","CRLF1"
"119","OSBPL7"
"120","TMEM98"
"121","YBX2"
"122","KRT33A"
"123","MAP3K14"
"124","ABCC8"
"125","CCL18"
"126","CCL3"
"127","SYNRG"
"128","CACNG3"
"129","TMEM132A"
"130","AP2B1"
"131","TAC1"
"132","ZNF263"
"133","CX3CL1"
"134","SPATA20"
"135","CACNA1G"
"136","TNFRSF12A"
"137","DLX6"
"138","MAP3K9"
"139","RALA"
"140","BAIAP2L1"
"141","JHDM1D"
"142","ETV1"
"143","AGK"
"144","ALDH3B1"
"145","TTC22"
"146","PHTF2"
"147","CCL26"
"148","FARP2"
"149","USH1C"
"150","GGCT"
"151","DBF4"
"152","TBXA2R"
"153","IFRD1"
"154","LGALS14"
"155","COX10"
"156","GTF2IRD1"
"157","PAF1"
"158","VPS41"
"159","ARHGAP44"
"160","ELAC2"
"161","SCIN"
"162","ARSD"
"163","PNPLA4"
"164","MYH13"
"165","ADIPOR2"
"166","CDKL3"
"167","UPP2"
"168","PRSS21"
"169","MARK4"
"170","PROM1"
"171","CCDC124"
"172","CEACAM21"
"173","PAFAH1B1"
"174","NOS2"
"175","DNAH9"
"176","KIAA0100"
"177","SLC13A2"
"178","GAS7"
"179","TRAPPC6A"
"180","MATK"
"181","CEACAM7"
"182","CD79B"
"183","SCN4A"
"184","ST7L"
"185","TKTL1"
"186","PAX6"
"187","RPUSD1"
"188","RHBDF1"
"189","LUC7L"
"190","CACNA2D2"
"191","BAIAP3"
"192","TSR3"
"193","PIGQ"
"194","CRAMP1L"
"195","TEAD3"
"196","SELE"
"197","DNAJC11"
"198","FMO3"
"199","MYLIP"
"200","NOX1"
"201","E2F2"
"202","PSMB1"
"203","SYN1"
"204","JARID2"
"205","CDKL5"
"206","CAMK1G"
"207","CDK11A"
"208","NADK"
"209","TFAP2B"
"210","TFAP2D"
"211","DLEC1"
"212","CYTH3"
"213","ADAM22"
"214","SYPL1"
"215","CYB561"
"216","SPAG9"
"217","CELSR3"
"218","AASS"
"219","PLEKHG6"
"220","SS18L2"
"221","MPND"
"222","MGST1"
"223","CRY1"
"224","PGLYRP1"
"225","NFIX"
"226","ST3GAL1"
"227","MMP25"
"228","IL32"
"229","PKD1"
"230","MAPK8IP2"
"231","MED24"
"232","RHOBTB2"
"233","HEATR5B"
"234","SEC62"
"235","RPS20"
"236","CSDE1"
"237","UBE3C"
"238","REV3L"
"239","TENM1"
"240","PAX7"
"241","MASP2"
"242","IYD"
"243","FAM76A"
"244","TRAF3IP3"
"245","POMT2"
"246","VTA1"
"247","MLXIPL"
"248","BAZ1B"
"249","RANBP9"
"250","ETV7"
"251","SPRTN"
"252","METTL13"
"253","DYRK4"
"254","ZNF207"
"255","UQCRC1"
"256","STARD3NL"
"257","CD9"
"258","HHATL"
"259","NCAPD2"
"260","IFFO1"
"261","GIPR"
"262","PHF7"
"263","SEMA3G"
"264","NISCH"
"265","STAB1"
"266","FUZ"
"267","SLC6A13"
"268","IDS"
"269","PRSS3"
"270","ZNF200"
"271","CD4"
"272","LRRC23"
"273","BTK"
"274","HFE"
"275","SCMH1"
"276","FYN"
"277","HIVEP2"
"278","FMO1"
"279","TCEB3"
"280","LYPLA2"
"281","CLCN6"
"282","MRC2"
"283","NME2"
"284","SLC6A7"
"285","TSPAN9"
"286","BTBD7"
"287","APBA3"
"288","MKS1"
"289","ABHD5"
"290","KAL1"
"291","AKAP8L"
"292","MBTD1"
"293","UTP18"
"294","RNF216"
"295","TTC19"
"296","PTBP1"
"297","DPF1"
"298","SYT7"
"299","LARS2"
"300","PIK3C2A"
"301","PLAUR"
"302","ANLN"
"303","WIZ"
"304","RABGAP1"
"305","DCN"
"306","QPCTL"
"307","PPP5C"
"308","CEP68"
"309","MAP4K3"
"310","ZBTB32"
"311","TYROBP"
"312","TMEM159"
"313","GABRA3"
"314","BRCA1"
"315","ERCC1"
"316","CD22"
"317","SEMA3B"
"318","MBTPS2"
"319","PRICKLE3"
"320","LTF"
"321","EXTL3"
"322","NR1H4"
"323","ELOVL5"
"324","ALOX5"
"325","KDM5D"
"326","CALCOCO1"
"327","UBR7"
"328","MAP4K5"
"329","EHD3"
"330","PSMC4"
"331","MAN2B2"
"332","SLC7A14"
"333","CLDN11"
"334","SLC25A39"
"335","MVP"
"336","NUB1"
"337","PGM3"
"338","RWDD2A"
"339","CLK1"
"340","POLR3B"
"341","ANGEL1"
"342","RNF14"
"343","DNASE1L1"
"344","DDX11"
"345","HEBP1"
"346","GPRC5A"
"347","MAMLD1"
"348","CD6"
"349","TACC3"
"350","UFL1"
"351","POLA2"
"352","ZC3H3"
"353","CAPN1"
"354","ACPP"
"355","MDH1"
"356","SLC30A9"
"357","MTMR11"
"358","COX15"
"359","CCDC88C"
"360","YAF2"
"361","ZMYND11"
"362","WAS"
"363","DPEP1"
"364","BID"
"365","MATR3"
"366","NPC1L1"
"367","XYLT2"
"368","RGPD5"
"369","STMN4"
"370","NUDCD3"
"371","ISL1"
"372","CHDH"
"373","IL20RA"
"374","CLCA1"
"375","CLCA4"
"376","GLT8D1"
"377","ATP2C1"
"378","SRCIN1"
"379","IGF1"
"380","SLC38A5"
"381","MAGIX"
"382","RALBP1"
"383","RUFY3"
"384","CNTN1"
"385","SLC11A1"
"386","WWTR1"
"387","AGPS"
"388","ZNF806"
"389","CXorf56"
"390","ATP1A2"
"391","TTC27"
"392","ZNF582"
"393","VSIG2"
"394","PHLDB1"
"395","MARCO"
"396","CYP24A1"
"397","PRDM11"
"398","SYT13"
"399","SNAI2"
"400","CD74"
"401","HGF"
"402","ZRANB1"
"403","NCDN"
"404","GPR124"
"405","CCT8L1P"
"406","ZFP64"
"407","MNAT1"
"408","SAMD4A"
"409","RUNX3"
"410","MRE11A"
"411","PLEKHB1"
"412","SERPINB1"
"413","CYP3A43"
"414","SLC7A9"
"415","SPAST"
"416","NRXN3"
"417","OSBPL5"
"418","AQR"
"419","CPS1"
"420","C8B"
"421","FHL1"
"422","RTFDC1"
"423","GABRA1"
"424","NLRP2"
"425","SLC45A4"
"426","RNF10"
"427","ZNF839"
"428","ZDHHC6"
"429","GRAMD1B"
"430","RNH1"
"431","NDUFS1"
"432","RB1CC1"
"433","ERP44"
"434","ALAS1"
"435","BIRC3"
"436","AKAP11"
"437","GLRX2"
"438","SNAPC1"
"439","DERA"
"440","STRAP"
"441","ABCC2"
"442","DEF6"
"443","PLEKHO1"
"444","GCLM"
"445","UBR2"
"446","EHD2"
"447","DEPDC1"
"448","CCDC28A"
"449","RRAGD"
"450","HSF2"
"451","PHF20"
"452","HSD17B6"
"453","NR1H3"
"454","TYMP"
"455","NCAPH2"
"456","TOMM34"
"457","SEC63"
"458","KPNA6"
"459","VIM"
"460","RTEL1-TNFRSF6B"
"461","FAS"
"462","RNASET2"
"463","CD44"
"464","KCNG1"
"465","AGPAT4"
"466","SLAMF7"
"467","BTN3A1"
"468","MIPEP"
"469","PRKCH"
"470","INSRR"
"471","IFNGR1"
"472","B4GALT7"
"473","SH2D2A"
"474","VRK2"
"475","TNFRSF1B"
"476","VEZT"
"477","POU2F2"
"478","BRD9"
"479","SNX1"
"480","TBPL1"
"481","ARNTL2"
"482","BCLAF1"
"483","SLC39A9"
"484","ANK1"
"485","IBSP"
"486","TFB1M"
"487","RABEP1"
"488","HMGB3"
"489","NUP160"
"490","BAK1"
"491","MUSK"
"492","IKZF2"
"493","GRN"
"494","FAM13B"
"495","ARHGAP31"
"496","NR2E3"
"497","CENPQ"
"498","SARS"
"499","RANBP3"
"500","ARID4A"
"501","TSSC1"
"502","PNPLA6"
"503","IFT88"
"504","ALG1"
"505","ZCCHC8"
"506","ABCF2"
"507","CHPF2"
"508","LRRC7"
"509","FUT8"
"510","UBA6"
"511","GAB2"
"512","ATP6V0A1"
"513","PIAS1"
"514","SLC4A7"
"515","APBA2"
"516","UHRF1"
"517","MAP2K3"
"518","EFCAB1"
"519","TMSB10"
"520","ASTE1"
"521","RNF19A"
"522","PEX3"
"523","GABARAPL2"
"524","MYOC"
"525","SH3YL1"
"526","FAM136A"
"527","VCL"
"528","DEPDC1B"
"529","DAPK2"
"530","NSMAF"
"531","ADSS"
"532","STAP1"
"533","TIMP2"
"534","RFC1"
"535","TBC1D23"
"536","CUL3"
"537","MYOM2"
"538","OTC"
"539","CYP46A1"
"540","ZZZ3"
"541","SLC18A1"
"542","USP2"
"543","CASR"
"544","TUBG2"
"545","RPL26L1"
"546","FLT4"
"547","NSUN2"
"548","FBXO42"
"549","MFAP3"
"550","MRI1"
"551","METTL1"
"552","HOXC8"
"553","AGA"
"554","PI4K2B"
"555","BOD1L1"
"556","MAT2B"
"557","TLL1"
"558","EDC4"
"559","TRIO"
"560","VCAN"
"561","CLEC16A"
"562","MSR1"
"563","CDH1"
"564","SKIV2L2"
"565","DNAH5"
"566","ZFYVE16"
"567","FAM65A"
"568","C6"
"569","RAI14"
"570","SOX30"
"571","PNKP"
"572","BEST2"
"573","PHLPP2"
"574","SPDL1"
"575","STAU2"
"576","PQLC2"
"577","CTNS"
"578","RTN4R"
"579","PHF23"
"580","CDH10"
"581","INPP4A"
"582","RAB27B"
"583","PSMA4"
"584","MYO16"
"585","LSG1"
"586","PARP3"
"587","TNC"
"588","THAP3"
"589","FAM65C"
"590","TDP1"
"591","AIFM2"
"592","C2orf83"
"593","SPATA7"
"594","MED17"
"595","RETSAT"
"596","CAPG"
"597","AP2S1"
"598","USH2A"
"599","ZPBP"
"600","TG"
"601","ADAM28"
"602","BARX2"
"603","DCUN1D1"
"604","PHF15"
"605","ZIC2"
"606","LCP2"
"607","TRIT1"
"608","ADRB1"
"609","GUCA2B"
"610","CUL7"
"611","CTNNA1"
"612","PHKA2"
"613","CNTLN"
"614","EPHA3"
"615","HSPA5"
"616","DSG2"
"617","GEMIN8"
"618","OFD1"
"619","GPM6B"
"620","MAGEC2"
"621","PREX2"
"622","WDR37"
"623","YTHDC2"
"624","CTPS2"
"625","ATP6V1H"
"626","POLR2B"
"627","FAM214A"
"628","ARAP2"
"629","TPR"
"630","CP"
"631","KIAA0556"
"632","DTNBP1"
"633","XK"
"634","ANO2"
"635","C12orf4"
"636","SCML1"
"637","WWC3"
"638","ARHGAP6"
"639","FAM184B"
"640","MAP4"
"641","GOPC"
"642","ROS1"
"643","USP28"
"644","HDAC9"
"645","TSPAN17"
"646","NOP16"
"647","CC2D2A"
"648","RRM2B"
"649","ZNF800"
"650","TNFRSF17"
"651","SNX29"
"652","LMO3"
"653","MRPS10"
"654","GUCA1A"
"655","RSF1"
"656","VPS13D"
"657","CELF2"
"658","FAM120A"
"659","R3HDM1"
"660","COL9A2"
"661","KITLG"
"662","ERCC8"
"663","ADAMTS6"
"664","H6PD"
"665","VAMP3"
"666","PER3"
"667","UTS2"
"668","TNFRSF9"
"669","EPN3"
"670","SRD5A2"
"671","LTBP1"
"672","RCN1"
"673","ELN"
"674","RFC2"
"675","ARID1B"
"676","CLPTM1L"
"677","NEDD4L"
"678","FOXP3"
"679","PPP1R3F"
"680","HEXB"
"681","PTCD2"
"682","KIAA2022"
"683","JKAMP"
"684","DKK3"
"685","ARHGEF5"
"686","NFE2L3"
"687","MCUR1"
"688","LIMA1"
"689","LETMD1"
"690","SLC4A8"
"691","LAMC3"
"692","PTGER3"
"693","TNIP3"
"694","MAPK9"
"695","COL23A1"
"696","BCAR1"
"697","FAM160A2"
"698","HERPUD1"
"699","HOMER3"
"700","RAD51"
"701","POLQ"
"702","PIK3CB"
"703","CYBA"
"704","THOC3"
"705","HEBP2"
"706","MPHOSPH9"
"707","PLEKHA5"
"708","PRSS8"
"709","SIKE1"
"710","RRP12"
"711","FNIP2"
"712","MSMO1"
"713","TTC17"
"714","ALX4"
"715","FSTL4"
"716","FOXN3"
"717","METTL24"
"718","AKR7A2"
"719","MRTO4"
"720","NNAT"
"721","USE1"
"722","MCF2L2"
"723","NRIP2"
"724","LAMA3"
"725","AP5M1"
"726","ANAPC4"
"727","KCNQ1"
"728","TRAPPC3"
"729","THRAP3"
"730","PHPT1"
"731","ENTPD2"
"732","LY75"
"733","ARID4B"
"734","OPN3"
"735","SDCCAG8"
"736","PTPRN"
"737","HHAT"
"738","KIF1B"
"739","FOXC1"
"740","TBC1D22A"
"741","SYNE2"
"742","PLEKHH1"
"743","ATP9A"
"744","SPO11"
"745","CBLN4"
"746","CHRDL2"
"747","FAM168A"
"748","RELT"
"749","GALC"
"750","NOP58"
"751","SZRD1"
"752","KCNH2"
"753","CUL1"
"754","FAM114A2"
"755","CYFIP2"
"756","TAB2"
"757","GINM1"
"758","EIF2AK2"
"759","USP36"
"760","KMT2C"
"761","MCOLN3"
"762","CCDC85A"
"763","PUM2"
"764","MRPL43"
"765","ITIH4"
"766","ITIH1"
"767","C4orf27"
"768","ZFR"
"769","ZNF280C"
"770","NPFFR2"
"771","PHF21B"
"772","TRAF1"
"773","RC3H2"
"774","PCGF2"
"775","IL17RB"
"776","TRAF3IP2"
"777","GYG2"
"778","DCBLD2"
"779","SERPINB3"
"780","SOAT1"
"781","PKP2"
"782","MSH4"
"783","F7"
"784","GDI2"
"785","PRDM1"
"786","ATG5"
"787","TMCC3"
"788","PITHD1"
"789","MTA3"
"790","USP13"
"791","ATP11B"
"792","LAMC2"
"793","CDK14"
"794","SEC61A1"
"795","PPP1R12A"
"796","RASGRF1"
"797","CAMK2B"
"798","CROCC"
"799","POLR3E"
"800","ATP2B4"
"801","ZC3H11A"
"802","RIOK2"
"803","YIPF1"
"804","NDC1"
"805","DGKG"
"806","FLYWCH1"
"807","UNKL"
"808","TBXAS1"
"809","PARP12"
"810","ALDH18A1"
"811","TARBP1"
"812","PET112"
"813","MXD1"
"814","CDK17"
"815","DNAJC25"
"816","SLC2A3"
"817","PSD"
"818","CTDP1"
"819","YBX3"
"820","STYK1"
"821","WNK1"
"822","RPS17P5"
"823","CCAR1"
"824","OGFR"
"825","GNA15"
"826","CREB3L3"
"827","PIGV"
"828","PTPRU"
"829","SNRNP40"
"830","RIMBP2"
"831","COL11A1"
"832","QSER1"
"833","MPC1"
"834","ACAA1"
"835","BCAT1"
"836","HDAC7"
"837","LZTS1"
"838","PRDM6"
"839","WNT8A"
"840","SPAG4"
"841","NCKAP1"
"842","MRPS35"
"843","GUCY1B3"
"844","SFSWAP"
"845","TNK2"
"846","MON2"
"847","CDH3"
"848","ARSF"
"849","GPBP1"
"850","DGAT2"
"851","ZNF112"
"852","CS"
"853","LTK"
"854","MRPS24"
"855","ELMO2"
"856","WAPAL"
"857","VMP1"
"858","APPBP2"
"859","POLD1"
"860","SEZ6"
"861","EIF4B"
"862","SLC6A16"
"863","GLTSCR1"
"864","SPHK2"
"865","RPL18"
"866","CA11"
"867","ISOC2"
"868","U2AF2"
"869","EPN1"
"870","MED29"
"871","AHRR"
"872","GSC2"
"873","ZNF275"
"874","MTMR1"
"875","GPC1"
"876","ADCK1"
"877","HAGH"
"878","RNF4"
"879","CASP8"
"880","LIMCH1"
"881","ASUN"
"882","TM7SF3"
"883","DLX3"
"884","SPA17"
"885","TSPAN32"
"886","WISP2"
"887","DMRT3"
"888","ST3GAL6"
"889","ATP2C2"
"890","NGFR"
"891","CDON"
"892","TAF2"
"893","HIPK2"
"894","TNPO3"
"895","MEF2BNB-MEF2B"
"896","RFXANK"
"897","TMEM161A"
"898","LPAR2"
"899","CTSA"
"900","SUGP2"
"901","SLC12A2"
"902","SNX24"
"903","EYA2"
"904","CNN2"
"905","ABCA7"
"906","SNCAIP"
"907","DDX20"
"908","BTBD1"
"909","FAR2"
"910","BCAS1"
"911","POU1F1"
"912","CHI3L2"
"913","SBNO2"
"914","PMS1"
"915","HMG20B"
"916","CALCRL"
"917","TAF11"
"918","ANKS1A"
"919","AP3D1"
"920","ZNF76"
"921","SLC9A3R2"
"922","NTHL1"
"923","UHRF1BP1"
"924","GNAI3"
"925","IPO5"
"926","OAT"
"927","WDR3"
"928","PKN2"
"929","WDR18"
"930","TRAM2"
"931","NTN1"
"932","GLP2R"
"933","MCM10"
"934","DGKA"
"935","ERBB3"
"936","ROPN1"
"937","ANKRD44"
"938","KARS"
"939","ADAT1"
"940","PDIA5"
"941","TBC1D22B"
"942","NDUFB4"
"943","SPEN"
"944","MYLK"
"945","ZC3H15"
"946","MAP2K4"
"947","TMEM206"
"948","SNAP91"
"949","SLK"
"950","CYB5R4"
"951","COL17A1"
"952","GSTO2"
"953","SEC61A2"
"954","PRKCQ"
"955","TLE2"
"956","ASB1"
"957","FAM107B"
"958","ME1"
"959","TBC1D1"
"960","CDK13"
"961","MTHFD2"
"962","SLC9A7"
"963","FOXJ2"
"964","YBX1"
"965","PDE4A"
"966","PPP2R5A"
"967","CTNNA2"
"968","ELAVL1"
"969","TIE1"
"970","DIP2B"
"971","SMARCD1"
"972","KDM4A"
"973","NFYC"
"974","ZMYND12"
"975","SLC9A3"
"976","NGEF"
"977","ASPM"
"978","CD84"
"979","ELOVL1"
"980","SPI1"
"981","ZNRD1"
"982","MPPED2"
"983","CLDN18"
"984","ZBTB11"
"985","ATXN3"
"986","GOLGA5"
"987","FGFR2"
"988","LRRC40"
"989","ISOC1"
"990","EML1"
"991","TRMT11"
"992","THUMPD1"
"993","MSANTD3"
"994","KIF26A"
"995","ATG2B"
"996","ARFGEF1"
"997","ACSM2B"
"998","ZFAT"
"999","MTFR1"
"1000","STAG3"
"1001","FECH"
"1002","MYO9A"
"1003","DDX3Y"
"1004","PFKP"
"1005","IDI1"
"1006","SP100"
"1007","KLF6"
"1008","PPAP2A"
"1009","NEO1"
"1010","TRAM1"
"1011","PHKA1"
"1012","TNFRSF1A"
"1013","CACNB1"
"1014","EVI5"
"1015","STOML1"
"1016","PKM"
"1017","DHX29"
"1018","DNTTIP2"
"1019","METTL22"
"1020","TP53BP1"
"1021","TRO"
"1022","RRP15"
"1023","RHOA"
"1024","DHX8"
"1025","PMS2P4"
"1026","PRKCZ"
"1027","ZFY"
"1028","IARS2"
"1029","SYT1"
"1030","NAV3"
"1031","IDH3G"
"1032","ROGDI"
"1033","PDZD4"
"1034","ATP2B3"
"1035","ROCK1"
"1036","CBFB"
"1037","PDK3"
"1038","HYAL2"
"1039","HDAC4"
"1040","RASSF1"
"1041","FGFR3"
"1042","IFI35"
"1043","HEATR6"
"1044","COASY"
"1045","PLEKHH3"
"1046","MEF2A"
"1047","OTUD5"
"1048","TFE3"
"1049","TBC1D25"
"1050","ACSL4"
"1051","INPP5A"
"1052","GPKOW"
"1053","GRIPAP1"
"1054","FTSJ1"
"1055","PRR11"
"1056","REEP1"
"1057","ATP11A"
"1058","POLR1A"
"1059","LAPTM4A"
"1060","TTC7A"
"1061","IP6K2"
"1062","STON1-GTF2A1L"
"1063","SRBD1"
"1064","CYFIP1"
"1065","KIF2A"
"1066","RASGRP2"
"1067","PSME4"
"1068","IFT80"
"1069","SIRT2"
"1070","ERLEC1"
"1071","PPP2R5B"
"1072","PYGM"
"1073","PAGE1"
"1074","PITX1"
"1075","TRPC7"
"1076","MAST4"
"1077","GPR116"
"1078","SDK2"
"1079","ADAM7"
"1080","NUP133"
"1081","NUCKS1"
"1082","VPS35"
"1083","DNAJA2"
"1084","BCL3"
"1085","KCNAB2"
"1086","ABCC9"
"1087","GAL"
"1088","CLEC2D"
"1089","FUNDC1"
"1090","MAOB"
"1091","RORA"
"1092","DRD4"
"1093","TGFBR3"
"1094","KIAA1107"
"1095","PLA2G10"
"1096","HES2"
"1097","ATP1B3"
"1098","NEDD4"
"1099","PIGB"
"1100","MAPK6"
"1101","GNB5"
"1102","RAB27A"
"1103","CECR5"
"1104","UFD1L"
"1105","LRP6"
"1106","GUCY2C"
"1107","SCT"
"1108","PHRF1"
"1109","IKBKAP"
"1110","NUCB2"
"1111","PFN2"
"1112","PTPN3"
"1113","SPTB"
"1114","DAPP1"
"1115","FGF10"
"1116","SLC44A1"
"1117","TMEM260"
"1118","SMG6"
"1119","EXOC5"
"1120","CLTCL1"
"1121","FGF22"
"1122","FSTL3"
"1123","DGCR2"
"1124","RNF126"
"1125","MNT"
"1126","ZXDC"
"1127","JMJD6"
"1128","POLB"
"1129","ST6GALNAC1"
"1130","WIPI1"
"1131","FRMPD1"
"1132","GBA2"
"1133","NDST1"
"1134","ASNS"
"1135","AP3M2"
"1136","CNGB1"
"1137","ST6GALNAC2"
"1138","CHAT"
"1139","PABPC1"
"1140","TESK2"
"1141","C16orf80"
"1142","CSNK2A2"
"1143","PTPN21"
"1144","EIF2B3"
"1145","CAMK2A"
"1146","TCOF1"
"1147","CDC42"
"1148","OSBPL3"
"1149","EPHA8"
"1150","SLC12A3"
"1151","RAD18"
"1152","ATP2B1"
"1153","TRPM5"
"1154","NCK2"
"1155","MAP4K4"
"1156","MGAT4A"
"1157","RPL31"
"1158","WDR1"
"1159","SNX13"
"1160","MS4A12"
"1161","ARHGAP10"
"1162","RPS6KA2"
"1163","ING3"
"1164","VASH1"
"1165","LMCD1"
"1166","WBSCR22"
"1167","SEL1L"
"1168","TRIP13"
"1169","ATP6AP1"
"1170","TCF3"
"1171","TRIB2"
"1172","DAZAP1"
"1173","MBD3"
"1174","PRLH"
"1175","HLTF"
"1176","FAM50A"
"1177","FAM3A"
"1178","CPSF1"
"1179","MYO3B"
"1180","CYBRD1"
"1181","CDH19"
"1182","PDCD2"
"1183","SLC6A15"
"1184","RDH11"
"1185","PRKACA"
"1186","LPHN1"
"1187","SPP2"
"1188","ACTN1"
"1189","ZFYVE26"
"1190","RPS6KA6"
"1191","EPN2"
"1192","PTPN18"
"1193","LIMS2"
"1194","ASIC4"
"1195","SPEG"
"1196","LNX1"
"1197","ALDH3A2"
"1198","TFRC"
"1199","SREBF1"
"1200","TRPC5"
"1201","AFF4"
"1202","UBE2D1"
"1203","MPP5"
"1204","RHOBTB1"
"1205","ASAH2C"
"1206","SMC1A"
"1207","HSD17B10"
"1208","MARK2"
"1209","HMMR"
"1210","CHFR"
"1211","TRHDE"
"1212","P4HA2"
"1213","FCGR2B"
"1214","NFATC3"
"1215","TRNT1"
"1216","ACADVL"
"1217","STK10"
"1218","FBXW11"
"1219","ACAP1"
"1220","CRMP1"
"1221","EVC"
"1222","DERL2"
"1223","SIDT1"
"1224","NDE1"
"1225","MRVI1"
"1226","TMEM38A"
"1227","AP1M1"
"1228","PVR"
"1229","IKBKG"
"1230","XRCC1"
"1231","SCARB1"
"1232","CYP2W1"
"1233","MCM2"
"1234","MOV10L1"
"1235","PANX2"
"1236","SELO"
"1237","TP63"
"1238","ALPK1"
"1239","LLGL2"
"1240","PDE8A"
"1241","CLCN4"
"1242","NLE1"
"1243","SDHA"
"1244","SMARCE1"
"1245","FNDC8"
"1246","GSDMB"
"1247","KDM5A"
"1248","ADAM11"
"1249","PPP2R3A"
"1250","FERMT2"
"1251","ABCB11"
"1252","DHRS9"
"1253","CD5L"
"1254","PTGS2"
"1255","IGF2BP2"
"1256","MAP3K13"
"1257","ST6GAL1"
"1258","TBX21"
"1259","VDAC1P1"
"1260","FRY"
"1261","PICALM"
"1262","NSF"
"1263","GLI2"
"1264","CLASP1"
"1265","MRPS34"
"1266","NOTCH3"
"1267","CLNS1A"
"1268","PPP2R2C"
"1269","TEAD2"
"1270","EED"
"1271","CDHR2"
"1272","SNCB"
"1273","TSG101"
"1274","C17orf85"
"1275","ATP2A3"
"1276","CA12"
"1277","MGLL"
"1278","NTN4"
"1279","BCS1L"
"1280","NUAK1"
"1281","DPP8"
"1282","SLC24A1"
"1283","ZNF532"
"1284","SCARF1"
"1285","LMAN1"
"1286","PTPLAD1"
"1287","IPCEF1"
"1288","ZZEF1"
"1289","NOX3"
"1290","ENO1"
"1291","SLC12A1"
"1292","C19orf10"
"1293","ANO8"
"1294","TUBE1"
"1295","ARHGEF10L"
"1296","TXK"
"1297","WSCD2"
"1298","KCNQ2"
"1299","TACR2"
"1300","ACTR6"
"1301","TIPIN"
"1302","SRI"
"1303","EIF4G3"
"1304","NUP37"
"1305","SEMA3A"
"1306","GTSE1"
"1307","SEMA3C"
"1308","TTC38"
"1309","ACAT1"
"1310","GRAMD4"
"1311","CELSR1"
"1312","WNT8B"
"1313","ZNF638"
"1314","SLC25A40"
"1315","TIMM21"
"1316","ADD2"
"1317","FGF4"
"1318","RASAL2"
"1319","VPS9D1"
"1320","ZNF37A"
"1321","MARK3"
"1322","SLC25A3"
"1323","FNDC3B"
"1324","FOSL2"
"1325","CACNG5"
"1326","CACNG4"
"1327","FRYL"
"1328","TMEM131"
"1329","FSCN1"
"1330","ACTB"
"1331","MOCOS"
"1332","PLD1"
"1333","ATP12A"
"1334","WDR62"
"1335","DLG1"
"1336","RAB7A"
"1337","BCAP29"
"1338","SEC31B"
"1339","SART3"
"1340","ARHGAP15"
"1341","TUBA3D"
"1342","PAX2"
"1343","EXOSC7"
"1344","KIFAP3"
"1345","MKRN2"
"1346","MCM6"
"1347","REXO2"
"1348","RBM7"
"1349","RBMS2"
"1350","BAZ2A"
"1351","PTPN23"
"1352","MLH1"
"1353","UNG"
"1354","FMO4"
"1355","KLHL20"
"1356","RGS11"
"1357","SLC46A1"
"1358","PLXNA2"
"1359","SPAG5"
"1360","ANKRD13A"
"1361","TPD52"
"1362","ACACB"
"1363","TRAF4"
"1364","PAG1"
"1365","GPATCH1"
"1366","ICAM3"
"1367","NT5C2"
"1368","MCAM"
"1369","GPC4"
"1370","MBNL3"
"1371","CAMSAP3"
"1372","RAP1GAP"
"1373","XAB2"
"1374","ARHGEF1"
"1375","STXBP2"
