"","x"
"1057","beta"
"1058","endothelial"
"1059","endothelial"
"1060","alpha"
"1061","quiescent_stellate"
"1062","ductal"
"1063","beta"
"1064","quiescent_stellate"
"1065","epsilon"
"1066","delta"
"1067","macrophage"
"1068","gamma"
"1069","ductal"
"1070","alpha"
"1071","beta"
"1072","alpha"
"1073","endothelial"
"1074","beta"
"1075","gamma"
"1076","beta"
"1077","beta"
"1078","quiescent_stellate"
"1079","alpha"
"1080","beta"
"1081","gamma"
"1082","alpha"
"1083","alpha"
"1084","beta"
"1085","endothelial"
"1086","beta"
"1087","quiescent_stellate"
"1088","endothelial"
"1089","beta"
"1090","beta"
"1091","beta"
"1092","beta"
"1093","ductal"
"1094","beta"
"1095","alpha"
"1096","quiescent_stellate"
"1097","beta"
"1098","endothelial"
"1099","beta"
"1100","ductal"
"1101","ductal"
"1102","beta"
"1103","activated_stellate"
"1104","beta"
"1105","ductal"
"1106","beta"
"1107","endothelial"
"1108","beta"
"1109","beta"
"1110","acinar"
"1111","alpha"
"1112","schwann"
"1113","beta"
"1114","beta"
"1115","quiescent_stellate"
"1116","beta"
"1117","gamma"
"1118","endothelial"
"1119","beta"
"1120","mast"
"1121","beta"
"1122","gamma"
"1123","quiescent_stellate"
"1124","beta"
"1125","beta"
"1126","beta"
"1127","endothelial"
"1128","beta"
"1129","alpha"
"1130","quiescent_stellate"
"1131","activated_stellate"
"1132","beta"
"1133","alpha"
"1134","endothelial"
"1135","quiescent_stellate"
"1136","endothelial"
"1137","endothelial"
"1138","endothelial"
"1139","endothelial"
"1140","ductal"
"1141","beta"
"1142","ductal"
"1143","quiescent_stellate"
"1144","beta"
"1145","endothelial"
"1146","endothelial"
"1147","alpha"
"1148","quiescent_stellate"
"1149","alpha"
"1150","acinar"
"1151","gamma"
"1152","endothelial"
"1153","beta"
"1154","quiescent_stellate"
"1155","activated_stellate"
"1156","beta"
"1157","beta"
"1158","endothelial"
"1159","alpha"
"1160","quiescent_stellate"
"1161","quiescent_stellate"
"1162","quiescent_stellate"
"1163","quiescent_stellate"
"1164","endothelial"
"1165","beta"
"1166","quiescent_stellate"
"1167","beta"
"1168","quiescent_stellate"
"1169","quiescent_stellate"
"1170","beta"
"1171","beta"
"1172","beta"
"1173","beta"
"1174","beta"
"1175","endothelial"
"1176","alpha"
"1177","beta"
"1178","endothelial"
"1179","endothelial"
"1180","activated_stellate"
"1181","alpha"
"1182","beta"
"1183","beta"
"1184","acinar"
"1185","quiescent_stellate"
"1186","endothelial"
"1187","endothelial"
"1188","endothelial"
"1189","delta"
"1190","endothelial"
"1191","alpha"
"1192","beta"
"1193","quiescent_stellate"
"1194","endothelial"
"1195","quiescent_stellate"
"1196","alpha"
"1197","quiescent_stellate"
"1198","acinar"
"1199","acinar"
"1200","delta"
"1201","acinar"
"1202","activated_stellate"
"1203","acinar"
"1204","acinar"
"1205","delta"
"1206","delta"
"1207","delta"
"1208","acinar"
"1209","beta"
"1210","activated_stellate"
"1211","delta"
"1212","delta"
"1213","delta"
"1214","delta"
"1215","beta"
"1216","delta"
"1217","acinar"
"1218","activated_stellate"
"1219","activated_stellate"
"1220","delta"
"1221","beta"
"1222","acinar"
"1223","delta"
"1224","beta"
"1225","delta"
"1226","ductal"
"1227","acinar"
"1228","acinar"
"1229","delta"
"1230","beta"
"1231","beta"
"1232","beta"
"1233","delta"
"1234","beta"
"1235","beta"
"1236","beta"
"1237","delta"
"1238","delta"
"1239","delta"
"1240","acinar"
"1241","ductal"
"1242","delta"
"1243","activated_stellate"
"1244","beta"
"1245","activated_stellate"
"1246","alpha"
"1247","delta"
"1248","beta"
"1249","beta"
"1250","beta"
"1251","acinar"
"1252","delta"
"1253","ductal"
"1254","macrophage"
"1255","delta"
"1256","beta"
"1257","beta"
"1258","delta"
"1259","delta"
"1260","beta"
"1261","delta"
"1262","beta"
"1263","delta"
"1264","acinar"
"1265","delta"
"1266","beta"
"1267","acinar"
"1268","beta"
"1269","beta"
"1270","ductal"
"1271","delta"
"1272","delta"
"1273","beta"
"1274","delta"
"1275","delta"
"1276","beta"
"1277","alpha"
"1278","beta"
"1279","acinar"
"1280","alpha"
"1281","alpha"
"1282","beta"
"1283","beta"
"1284","beta"
"1285","beta"
"1286","beta"
"1287","beta"
"1288","beta"
"1289","beta"
"1290","delta"
"1291","beta"
"1292","beta"
"1293","delta"
"1294","beta"
"1295","beta"
"1296","beta"
"1297","alpha"
"1298","delta"
"1299","alpha"
"1300","beta"
"1301","delta"
"1302","beta"
"1303","activated_stellate"
"1304","beta"
"1305","beta"
"1306","delta"
"1307","delta"
"1308","ductal"
"1309","acinar"
"1310","acinar"
"1311","delta"
"1312","ductal"
"1313","delta"
"1314","beta"
"1315","ductal"
"1316","beta"
"1317","beta"
"1318","beta"
"1319","beta"
"1320","alpha"
"1321","beta"
"1322","beta"
"1323","beta"
"1324","beta"
"1325","beta"
"1326","alpha"
"1327","acinar"
"1328","beta"
"1329","beta"
"1330","beta"
"1331","beta"
"1332","delta"
"1333","beta"
"1334","beta"
"1335","beta"
"1336","activated_stellate"
"1337","beta"
"1338","delta"
"1339","beta"
"1340","acinar"
"1341","beta"
"1342","beta"
"1343","activated_stellate"
"1344","alpha"
"1345","beta"
"1346","beta"
"1347","quiescent_stellate"
"1348","activated_stellate"
"1349","acinar"
"1350","beta"
"1351","alpha"
"1352","delta"
"1353","acinar"
"1354","beta"
"1355","beta"
"1356","beta"
"1357","beta"
"1358","ductal"
"1359","beta"
"1360","acinar"
"1361","beta"
"1362","beta"
"1363","beta"
"1364","beta"
"1365","beta"
"1366","beta"
"1367","alpha"
"1368","acinar"
"1369","beta"
"1370","beta"
"1371","alpha"
"1372","beta"
"1373","beta"
"1374","gamma"
"1375","delta"
"1376","macrophage"
"1377","alpha"
"1378","delta"
"1379","beta"
"1380","ductal"
"1381","ductal"
"1382","alpha"
"1383","beta"
"1384","beta"
"1385","acinar"
"1386","endothelial"
"1387","alpha"
"1388","gamma"
"1389","beta"
"1390","quiescent_stellate"
"1391","beta"
"1392","delta"
"1393","beta"
"1394","ductal"
"1395","beta"
"1396","alpha"
"1397","beta"
"1398","delta"
"1399","beta"
"1400","alpha"
"1401","quiescent_stellate"
"1402","ductal"
"1403","delta"
"1404","beta"
"1405","beta"
"1406","delta"
"1407","alpha"
"1408","beta"
"1409","beta"
"1410","delta"
"1411","beta"
"1412","beta"
"1413","delta"
"1414","ductal"
"1415","ductal"
"1416","beta"
"1417","beta"
"1418","beta"
"1419","beta"
"1420","endothelial"
"1421","beta"
"1422","beta"
"1423","alpha"
"1424","beta"
"1425","beta"
"1426","alpha"
"1427","beta"
"1428","acinar"
"1429","delta"
"1430","beta"
"1431","beta"
"1432","ductal"
"1433","ductal"
"1434","beta"
"1435","alpha"
"1436","beta"
"1437","beta"
"1438","ductal"
"1439","alpha"
"1440","activated_stellate"
"1441","beta"
"1442","alpha"
"1443","ductal"
"1444","delta"
"1445","alpha"
"1446","gamma"
"1447","beta"
"1448","activated_stellate"
"1449","ductal"
"1450","beta"
"1451","beta"
"1452","activated_stellate"
"1453","beta"
"1454","delta"
"1455","activated_stellate"
"1456","beta"
"1457","gamma"
"1458","beta"
"1459","beta"
"1460","beta"
"1461","delta"
"1462","beta"
"1463","beta"
"1464","alpha"
"1465","beta"
"1466","alpha"
"1467","epsilon"
"1468","activated_stellate"
"1469","beta"
"1470","alpha"
"1471","ductal"
"1472","alpha"
"1473","beta"
"1474","beta"
"1475","delta"
"1476","ductal"
"1477","beta"
"1478","alpha"
"1479","delta"
"1480","beta"
"1481","beta"
"1482","beta"
"1483","beta"
"1484","beta"
"1485","activated_stellate"
"1486","alpha"
"1487","beta"
"1488","ductal"
"1489","delta"
"1490","alpha"
"1491","alpha"
"1492","beta"
"1493","beta"
"1494","beta"
"1495","delta"
"1496","alpha"
"1497","beta"
"1498","beta"
"1499","beta"
"1500","beta"
"1501","beta"
"1502","delta"
"1503","beta"
"1504","beta"
"1505","beta"
"1506","alpha"
"1507","beta"
"1508","gamma"
"1509","beta"
"1510","activated_stellate"
"1511","beta"
"1512","alpha"
"1513","alpha"
"1514","beta"
"1515","beta"
"1516","delta"
"1517","beta"
"1518","beta"
"1519","beta"
"1520","beta"
"1521","beta"
"1522","beta"
"1523","quiescent_stellate"
"1524","ductal"
"1525","ductal"
"1526","delta"
"1527","alpha"
"1528","beta"
"1529","beta"
"1530","beta"
"1531","beta"
"1532","beta"
"1533","beta"
"1534","gamma"
"1535","beta"
"1536","beta"
"1537","gamma"
"1538","alpha"
"1539","beta"
"1540","alpha"
"1541","alpha"
"1542","beta"
"1543","delta"
"1544","beta"
"1545","beta"
"1546","beta"
"1547","beta"
"1548","endothelial"
"1549","beta"
"1550","quiescent_stellate"
"1551","beta"
"1552","beta"
"1553","alpha"
"1554","ductal"
"1555","beta"
"1556","beta"
"1557","gamma"
"1558","alpha"
"1559","gamma"
"1560","beta"
"1561","beta"
"1562","alpha"
"1563","alpha"
"1564","ductal"
"1565","beta"
"1566","alpha"
"1567","beta"
"1568","delta"
"1569","ductal"
"1570","beta"
"1571","beta"
"1572","beta"
"1573","beta"
"1574","beta"
"1575","beta"
"1576","ductal"
"1577","beta"
"1578","alpha"
"1579","beta"
"1580","beta"
"1581","alpha"
"1582","acinar"
"1583","acinar"
"1584","beta"
"1585","beta"
"1586","beta"
"1587","alpha"
"1588","alpha"
"1589","alpha"
"1590","alpha"
"1591","beta"
"1592","alpha"
"1593","beta"
"1594","alpha"
"1595","beta"
"1596","beta"
"1597","beta"
"1598","alpha"
"1599","delta"
"1600","alpha"
"1601","beta"
"1602","beta"
"1603","beta"
"1604","alpha"
"1605","gamma"
"1606","acinar"
"1607","beta"
"1608","ductal"
"1609","delta"
"1610","beta"
"1611","ductal"
"1612","gamma"
"1613","beta"
"1614","quiescent_stellate"
"1615","ductal"
"1616","delta"
"1617","gamma"
"1618","beta"
"1619","beta"
"1620","beta"
"1621","gamma"
"1622","ductal"
"1623","alpha"
"1624","acinar"
"1625","ductal"
"1626","endothelial"
"1627","alpha"
"1628","endothelial"
"1629","beta"
"1630","beta"
"1631","beta"
"1632","beta"
"1633","alpha"
"1634","beta"
"1635","ductal"
"1636","ductal"
"1637","beta"
"1638","beta"
"1639","gamma"
"1640","beta"
"1641","quiescent_stellate"
"1642","ductal"
"1643","beta"
"1644","acinar"
"1645","ductal"
"1646","endothelial"
"1647","acinar"
"1648","gamma"
"1649","beta"
"1650","beta"
"1651","quiescent_stellate"
"1652","beta"
"1653","beta"
"1654","epsilon"
"1655","beta"
"1656","alpha"
"1657","alpha"
"1658","delta"
"1659","beta"
"1660","epsilon"
"1661","beta"
"1662","alpha"
"1663","beta"
"1664","beta"
"1665","gamma"
"1666","acinar"
"1667","beta"
"1668","alpha"
"1669","beta"
"1670","alpha"
"1671","ductal"
"1672","alpha"
"1673","beta"
"1674","beta"
"1675","gamma"
"1676","beta"
"1677","beta"
"1678","delta"
"1679","delta"
"1680","delta"
"1681","quiescent_stellate"
"1682","beta"
"1683","beta"
"1684","alpha"
"1685","beta"
"1686","alpha"
"1687","alpha"
"1688","beta"
"1689","beta"
"1690","beta"
"1691","alpha"
"1692","beta"
"1693","beta"
"1694","quiescent_stellate"
"1695","alpha"
"1696","endothelial"
"1697","gamma"
"1698","beta"
"1699","beta"
"1700","quiescent_stellate"
"1701","beta"
"1702","alpha"
"1703","delta"
"1704","beta"
"1705","acinar"
"1706","beta"
"1707","endothelial"
"1708","endothelial"
"1709","beta"
"1710","beta"
