"","x"
"145","H1437"
"146","H1437"
"147","H1437"
"148","H1437"
"149","H1437"
"150","H1437"
"151","H1437"
"152","H1437"
"153","HCT116"
"154","HCT116"
"155","HCT116"
"156","HCT116"
"157","HCT116"
"158","HCT116"
"159","HCT116"
"160","HCT116"
"161","HCT116"
"162","HCT116"
"163","HCT116"
"164","HCT116"
"165","HCT116"
"166","HCT116"
"167","HCT116"
"168","HCT116"
"169","HCT116"
"170","HCT116"
"171","HCT116"
"172","HCT116"
"173","HCT116"
"174","HCT116"
"175","HCT116"
"176","HCT116"
"177","HCT116"
"178","HCT116"
"179","HCT116"
"180","HCT116"
"181","HCT116"
"182","HCT116"
"183","HCT116"
"184","HCT116"
"185","HCT116"
"186","HCT116"
"187","HCT116"
"188","HCT116"
"189","HCT116"
"190","HCT116"
"191","HCT116"
"192","HCT116"
"193","HCT116"
"194","HCT116"
"195","HCT116"
"196","HCT116"
"197","HCT116"
"198","HCT116"
"199","HCT116"
"200","HCT116"
"201","HCT116"
"202","HCT116"
"203","HCT116"
"204","GM12878_B1"
"205","IMR90"
"206","IMR90"
"207","IMR90"
"208","IMR90"
"209","IMR90"
"210","IMR90"
"211","IMR90"
"212","IMR90"
"213","IMR90"
"214","IMR90"
"215","IMR90"
"216","IMR90"
"217","IMR90"
"218","IMR90"
"219","IMR90"
"220","IMR90"
"221","IMR90"
"222","IMR90"
"223","IMR90"
"224","IMR90"
"225","IMR90"
"226","IMR90"
"227","IMR90"
"228","H1_B1"
"229","H1_B1"
"230","H1_B1"
"231","H1_B1"
"232","H1_B1"
"233","H1_B1"
"234","H1_B1"
"235","H1_B1"
"236","H1_B1"
"237","H1_B1"
"238","H1_B1"
"239","H1_B1"
"240","H1_B1"
"241","H1_B1"
"242","H1_B1"
"243","H1_B1"
"244","H1_B1"
"245","H1_B1"
"246","H1_B1"
"247","H1_B1"
"248","H1_B1"
"249","H1_B1"
"250","H1_B1"
"251","H1_B1"
"252","H1_B1"
"253","H1_B1"
"254","H1_B1"
"255","H1_B1"
"256","H1_B1"
"257","H1_B1"
"258","H1_B1"
"259","H1_B1"
"260","H1_B1"
"261","H1_B1"
"262","H1_B1"
"263","H1_B1"
"264","H1_B1"
"265","H1_B1"
"266","H1_B1"
"267","H1_B1"
"268","H1_B1"
"269","H1_B1"
"270","H1_B1"
"271","H1_B1"
"272","H1_B1"
"273","H1_B1"
"274","H1_B1"
"275","H1_B1"
"276","H1_B1"
"277","H1_B1"
"278","H1_B1"
"279","H1_B1"
"280","H1_B1"
"281","H1_B1"
"282","H1_B1"
"283","H1_B1"
"284","H1_B1"
"285","H1_B1"
"286","H1_B1"
"287","H1_B1"
"288","H1_B1"
"289","H1_B1"
"290","H1_B1"
"291","H1_B1"
"292","H1_B1"
"293","H1_B1"
"294","H1_B1"
"295","H1_B1"
"296","H1_B1"
"297","K562"
"298","K562"
"299","K562"
"300","K562"
"301","K562"
"302","K562"
"303","K562"
"304","K562"
"305","K562"
"306","K562"
"307","K562"
"308","K562"
"309","K562"
"310","K562"
"311","K562"
"312","K562"
"313","K562"
"314","K562"
"315","K562"
"316","K562"
"317","K562"
"318","K562"
"319","K562"
"320","K562"
"321","K562"
"322","K562"
"323","K562"
"324","K562"
"325","K562"
"326","K562"
"327","K562"
"328","K562"
"329","K562"
"330","K562"
"331","K562"
"332","K562"
"333","K562"
"334","K562"
"335","K562"
"336","K562"
"337","K562"
"338","K562"
"339","K562"
"340","K562"
"341","K562"
"342","K562"
"343","K562"
"344","K562"
"345","K562"
"346","K562"
"347","K562"
"348","K562"
"349","K562"
"350","K562"
"351","K562"
"352","K562"
"353","K562"
"354","K562"
"355","K562"
"356","K562"
"357","K562"
"358","K562"
"359","K562"
"360","K562"
"361","K562"
"362","K562"
"363","K562"
"364","K562"
"365","K562"
"366","K562"
"367","K562"
"368","K562"
"369","K562"
"370","GM12878_B2"
"371","GM12878_B2"
"372","GM12878_B2"
"373","GM12878_B2"
"374","GM12878_B2"
"375","GM12878_B2"
"376","GM12878_B2"
"377","GM12878_B2"
"378","GM12878_B2"
"379","GM12878_B2"
"380","GM12878_B2"
"381","GM12878_B2"
"382","GM12878_B2"
"383","GM12878_B2"
"384","GM12878_B2"
"385","GM12878_B2"
"386","GM12878_B2"
"387","GM12878_B2"
"388","GM12878_B2"
"389","GM12878_B2"
"390","GM12878_B2"
"391","GM12878_B2"
"392","GM12878_B2"
"393","GM12878_B2"
"394","GM12878_B2"
"395","GM12878_B2"
"396","GM12878_B2"
"397","GM12878_B2"
"398","GM12878_B2"
"399","GM12878_B2"
"400","GM12878_B2"
"401","GM12878_B2"
"402","GM12878_B2"
"403","GM12878_B2"
"404","GM12878_B2"
"405","GM12878_B2"
"406","GM12878_B2"
"407","GM12878_B2"
"408","GM12878_B2"
"409","GM12878_B2"
"410","GM12878_B2"
"411","GM12878_B2"
"412","GM12878_B2"
"413","GM12878_B2"
"414","GM12878_B2"
"415","GM12878_B2"
"416","GM12878_B2"
"417","GM12878_B2"
"418","GM12878_B2"
"419","GM12878_B2"
"420","GM12878_B2"
"421","GM12878_B2"
"422","GM12878_B2"
"423","GM12878_B2"
"424","GM12878_B2"
"425","GM12878_B2"
"426","GM12878_B2"
"427","GM12878_B2"
"428","GM12878_B2"
"429","GM12878_B2"
"430","GM12878_B2"
"431","GM12878_B2"
"432","GM12878_B2"
"433","GM12878_B2"
"434","GM12878_B2"
"435","GM12878_B2"
"436","GM12878_B2"
"437","GM12878_B2"
"438","GM12878_B2"
"439","GM12878_B2"
"440","GM12878_B2"
"441","GM12878_B2"
"442","GM12878_B2"
"443","GM12878_B2"
"444","GM12878_B2"
"445","GM12878_B2"
"446","GM12878_B2"
"447","GM12878_B2"
"448","GM12878_B2"
"449","GM12878_B2"
"450","GM12878_B2"
"451","GM12878_B2"
"452","GM12878_B2"
"453","GM12878_B2"
"454","GM12878_B2"
"455","GM12878_B2"
"456","GM12878_B2"
"457","GM12878_B2"
"458","GM12878_B2"
"459","GM12878_B2"
"460","GM12878_B2"
"461","GM12878_B2"
"462","GM12878_B2"
"463","GM12878_B2"
"464","GM12878_B2"
"465","GM12878_B2"
"466","H1_B2"
"467","H1_B2"
"468","H1_B2"
"469","H1_B2"
"470","H1_B2"
"471","H1_B2"
"472","H1_B2"
"473","H1_B2"
"474","H1_B2"
"475","H1_B2"
"476","H1_B2"
"477","H1_B2"
"478","H1_B2"
"479","H1_B2"
"480","H1_B2"
"481","H1_B2"
"482","H1_B2"
"483","H1_B2"
"484","H1_B2"
"485","H1_B2"
"486","H1_B2"
"487","H1_B2"
"488","H1_B2"
"489","H1_B2"
"490","H1_B2"
"491","H1_B2"
"492","H1_B2"
"493","H1_B2"
"494","H1_B2"
"495","H1_B2"
"496","H1_B2"
"497","H1_B2"
"498","H1_B2"
"499","H1_B2"
"500","H1_B2"
"501","H1_B2"
"502","H1_B2"
"503","H1_B2"
"504","H1_B2"
"505","H1_B2"
"506","H1_B2"
"507","H1_B2"
"508","H1_B2"
"509","H1_B2"
"510","H1_B2"
"511","H1_B2"
"512","H1_B2"
"513","H1_B2"
"514","H1_B2"
"515","H1_B2"
"516","H1_B2"
"517","H1_B2"
"518","H1_B2"
"519","H1_B2"
"520","H1_B2"
"521","H1_B2"
"522","H1_B2"
"523","H1_B2"
"524","H1_B2"
"525","H1_B2"
"526","H1_B2"
"527","H1_B2"
"528","H1_B2"
"529","H1_B2"
"530","H1_B2"
"531","H1_B2"
"532","H1_B2"
"533","H1_B2"
"534","H1_B2"
"535","H1_B2"
"536","H1_B2"
"537","H1_B2"
"538","H1_B2"
"539","H1_B2"
"540","H1_B2"
"541","H1_B2"
"542","H1_B2"
"543","H1_B2"
"544","H1_B2"
"545","H1_B2"
"546","H1_B2"
"547","H1_B2"
"548","H1_B2"
"549","H1_B2"
"550","H1_B2"
"551","H1_B2"
"552","H1_B2"
"553","H1_B2"
"554","H1_B2"
"555","H1_B2"
"556","H1_B2"
"557","H1_B2"
"558","H1_B2"
"559","H1_B2"
"560","H1_B2"
"561","H1_B2"
